order_id,order_date,region,channel,product_category,product,quantity,unit_price,total_price,customer_id
ORD-00281,2025-06-16,LATAM,Mobile,Electronics,Headphones,9,164.20,1477.80,CUST-0170
ORD-00282,2025-09-30,APAC,Mobile,Sports,Running Shoes,3,128.43,385.29,CUST-0088
ORD-00283,2025-05-07,APAC,Online,Home,Lamp,8,40.85,326.80,CUST-0072
ORD-00284,2025-09-08,LATAM,In-Store,Home,Bed Linen,4,79.28,317.12,CUST-0082
ORD-00285,2025-12-13,LATAM,In-Store,Books,Biography,5,21.28,106.40,CUST-0140
ORD-00286,2025-02-10,LATAM,Mobile,Home,Vacuum,5,189.78,948.90,CUST-0089
ORD-00287,2025-10-03,APAC,Online,Home,Cookware Set,4,145.70,582.80,CUST-0070
ORD-00288,2025-01-26,EU,Mobile,Electronics,Smartwatch,10,294.97,2949.70,CUST-0172
ORD-00289,2025-08-30,EU,Online,Clothing,T-Shirt,2,24.35,48.70,CUST-0026
ORD-00290,2025-09-01,EU,In-Store,Books,Cookbook,7,31.38,219.66,CUST-0123
ORD-00291,2025-02-15,EU,Mobile,Home,Bed Linen,1,84.18,84.18,CUST-0167
ORD-00292,2025-04-01,NA,In-Store,Electronics,Headphones,7,200.64,1404.48,CUST-0240
ORD-00293,2025-01-05,NA,In-Store,Sports,Dumbbells,5,94.61,473.05,CUST-0077
ORD-00294,2025-03-10,LATAM,In-Store,Home,Cookware Set,9,161.17,1450.53,CUST-0218
ORD-00295,2025-08-23,APAC,Mobile,Clothing,T-Shirt,6,22.47,134.82,CUST-0166
ORD-00296,2025-10-18,EU,Online,Clothing,T-Shirt,6,27.18,163.08,CUST-0173
ORD-00297,2025-02-14,NA,Online,Books,Textbook,7,85.39,597.73,CUST-0103
ORD-00298,2025-01-04,LATAM,Online,Clothing,Sneakers,6,107.42,644.52,CUST-0067
ORD-00299,2025-10-21,APAC,Mobile,Sports,Running Shoes,6,122.28,733.68,CUST-0003
ORD-00300,2025-08-27,EU,In-Store,Home,Vacuum,1,231.07,231.07,CUST-0079
ORD-00301,2025-06-01,EU,Online,Books,Biography,2,25.00,50.00,CUST-0095
ORD-00302,2025-11-07,LATAM,Mobile,Clothing,Sneakers,3,93.72,281.16,CUST-0096
ORD-00303,2025-04-22,EU,Mobile,Books,Textbook,9,92.70,834.30,CUST-0196
ORD-00304,2025-12-27,NA,Mobile,Books,Fiction Novel,9,17.71,159.39,CUST-0093
ORD-00305,2025-04-14,EU,Online,Electronics,Laptop,9,1345.04,12105.36,CUST-0147
ORD-00306,2025-04-16,LATAM,Online,Home,Lamp,8,39.82,318.56,CUST-0184
ORD-00307,2025-09-20,LATAM,Mobile,Books,Textbook,1,83.81,83.81,CUST-0107
ORD-00308,2025-06-07,NA,In-Store,Electronics,Smartwatch,8,336.59,2692.72,CUST-0186
ORD-00309,2025-01-24,APAC,Mobile,Home,Coffee Maker,4,92.11,368.44,CUST-0109
ORD-00310,2025-02-05,LATAM,Online,Electronics,Smartwatch,1,361.72,361.72,CUST-0240
ORD-00311,2025-11-25,LATAM,In-Store,Home,Cookware Set,3,172.91,518.73,CUST-0187
ORD-00312,2025-12-16,EU,Mobile,Sports,Bicycle,7,625.75,4380.25,CUST-0247
ORD-00313,2025-07-21,EU,Mobile,Home,Coffee Maker,3,103.31,309.93,CUST-0136
ORD-00314,2025-08-26,LATAM,Mobile,Clothing,T-Shirt,1,28.59,28.59,CUST-0173
ORD-00315,2025-03-21,EU,Mobile,Sports,Dumbbells,4,84.00,336.00,CUST-0071
ORD-00316,2025-01-09,EU,Online,Electronics,Laptop,7,1241.37,8689.59,CUST-0062
ORD-00317,2025-12-11,NA,Online,Electronics,Smartwatch,1,314.86,314.86,CUST-0181
ORD-00318,2025-04-22,NA,Online,Electronics,Tablet,8,460.15,3681.20,CUST-0194
ORD-00319,2025-10-22,APAC,Online,Books,Biography,4,26.27,105.08,CUST-0082
ORD-00320,2025-06-03,NA,Mobile,Home,Vacuum,9,201.59,1814.31,CUST-0071
ORD-00321,2025-01-25,APAC,Mobile,Books,Cookbook,7,30.50,213.50,CUST-0249
ORD-00322,2025-07-29,APAC,In-Store,Sports,Tennis Racket,6,127.07,762.42,CUST-0039
ORD-00323,2025-04-26,EU,In-Store,Clothing,Dress,8,101.45,811.60,CUST-0077
ORD-00324,2025-10-13,EU,In-Store,Electronics,Smartwatch,7,364.91,2554.37,CUST-0136
ORD-00325,2025-02-10,LATAM,In-Store,Clothing,Jacket,4,132.87,531.48,CUST-0237
ORD-00326,2025-07-13,NA,Online,Electronics,Smartwatch,4,276.95,1107.80,CUST-0173
ORD-00327,2025-04-17,APAC,In-Store,Clothing,Dress,9,100.66,905.94,CUST-0223
ORD-00328,2025-03-02,LATAM,Online,Electronics,Headphones,4,204.95,819.80,CUST-0192
ORD-00329,2025-10-10,APAC,In-Store,Books,Cookbook,7,33.74,236.18,CUST-0083
ORD-00330,2025-07-04,LATAM,In-Store,Sports,Tennis Racket,6,113.10,678.60,CUST-0132
ORD-00331,2025-07-09,LATAM,Online,Electronics,Tablet,6,562.15,3372.90,CUST-0081
ORD-00332,2025-10-11,LATAM,In-Store,Books,Cookbook,3,25.65,76.95,CUST-0240
ORD-00333,2025-10-19,EU,In-Store,Clothing,Jeans,6,59.74,358.44,CUST-0214
ORD-00334,2025-09-08,LATAM,In-Store,Books,Biography,5,25.90,129.50,CUST-0248
ORD-00335,2025-10-07,EU,Mobile,Clothing,Jacket,3,124.88,374.64,CUST-0126
ORD-00336,2025-02-08,NA,Online,Electronics,Smartwatch,1,352.55,352.55,CUST-0242
ORD-00337,2025-03-19,EU,Mobile,Sports,Dumbbells,4,73.98,295.92,CUST-0003
ORD-00338,2025-12-08,LATAM,Mobile,Sports,Running Shoes,1,134.60,134.60,CUST-0240
ORD-00339,2025-07-30,NA,Mobile,Sports,Yoga Mat,1,40.39,40.39,CUST-0004
ORD-00340,2025-12-24,LATAM,Online,Home,Lamp,5,38.48,192.40,CUST-0173
ORD-00341,2025-04-09,APAC,In-Store,Electronics,Laptop,9,1073.60,9662.40,CUST-0159
ORD-00342,2025-07-27,EU,Mobile,Home,Cookware Set,2,153.91,307.82,CUST-0118
ORD-00343,2025-11-29,NA,Online,Clothing,Jacket,2,146.46,292.92,CUST-0195
ORD-00344,2025-01-29,NA,Mobile,Sports,Bicycle,7,660.28,4621.96,CUST-0164
ORD-00345,2025-11-27,APAC,Mobile,Clothing,T-Shirt,8,27.59,220.72,CUST-0201
ORD-00346,2025-12-21,LATAM,In-Store,Electronics,Smartwatch,1,294.06,294.06,CUST-0228
ORD-00347,2025-10-16,NA,Online,Electronics,Laptop,5,1343.75,6718.75,CUST-0169
ORD-00348,2025-12-31,LATAM,Online,Home,Coffee Maker,4,92.35,369.40,CUST-0211
ORD-00349,2025-07-19,APAC,In-Store,Home,Vacuum,10,202.87,2028.70,CUST-0174
ORD-00350,2025-06-27,NA,In-Store,Clothing,T-Shirt,9,26.84,241.56,CUST-0014
ORD-00351,2025-11-11,LATAM,In-Store,Clothing,T-Shirt,6,25.79,154.74,CUST-0245
ORD-00352,2025-07-02,LATAM,In-Store,Electronics,Smartphone,8,847.60,6780.80,CUST-0142
ORD-00353,2025-11-13,EU,Mobile,Clothing,Dress,7,96.33,674.31,CUST-0076
ORD-00354,2025-12-31,EU,Mobile,Electronics,Laptop,5,1075.52,5377.60,CUST-0201
ORD-00355,2025-01-03,APAC,In-Store,Sports,Running Shoes,6,114.66,687.96,CUST-0242
ORD-00356,2025-04-06,LATAM,Mobile,Home,Bed Linen,2,66.73,133.46,CUST-0111
ORD-00357,2025-02-15,NA,Mobile,Books,Children's Book,7,13.21,92.47,CUST-0091
ORD-00358,2025-07-31,NA,Mobile,Books,Biography,7,20.49,143.43,CUST-0100
ORD-00359,2025-12-17,EU,Online,Books,Cookbook,10,30.19,301.90,CUST-0098
ORD-00360,2025-02-02,LATAM,In-Store,Home,Bed Linen,5,74.85,374.25,CUST-0043
ORD-00361,2025-07-04,EU,Mobile,Sports,Running Shoes,8,141.02,1128.16,CUST-0065
ORD-00362,2025-02-24,APAC,Online,Sports,Tennis Racket,10,109.04,1090.40,CUST-0035
ORD-00363,2025-06-18,APAC,In-Store,Sports,Running Shoes,10,125.32,1253.20,CUST-0113
ORD-00364,2025-12-22,LATAM,In-Store,Books,Cookbook,5,28.39,141.95,CUST-0052
ORD-00365,2025-12-22,LATAM,Mobile,Clothing,Sneakers,6,89.06,534.36,CUST-0163
ORD-00366,2025-07-21,NA,Mobile,Clothing,Jacket,7,130.77,915.39,CUST-0094
ORD-00367,2025-10-09,LATAM,Mobile,Clothing,Dress,9,99.44,894.96,CUST-0007
ORD-00368,2025-02-05,LATAM,Mobile,Clothing,Sneakers,5,104.44,522.20,CUST-0210
ORD-00369,2025-12-04,LATAM,In-Store,Sports,Dumbbells,5,78.42,392.10,CUST-0040
ORD-00370,2025-07-25,LATAM,Mobile,Electronics,Tablet,10,496.89,4968.90,CUST-0137
ORD-00371,2025-02-13,EU,Mobile,Electronics,Smartphone,9,873.92,7865.28,CUST-0028
ORD-00372,2025-11-27,LATAM,In-Store,Home,Vacuum,10,189.92,1899.20,CUST-0174
ORD-00373,2025-04-24,EU,In-Store,Sports,Yoga Mat,1,35.18,35.18,CUST-0131
ORD-00374,2025-10-29,EU,In-Store,Home,Cookware Set,8,173.07,1384.56,CUST-0177
ORD-00375,2025-02-13,EU,In-Store,Electronics,Tablet,2,469.31,938.62,CUST-0030
ORD-00376,2025-09-24,APAC,In-Store,Home,Bed Linen,8,81.40,651.20,CUST-0124
ORD-00377,2025-06-03,NA,Online,Electronics,Tablet,8,472.84,3782.72,CUST-0012
ORD-00378,2025-05-05,EU,Mobile,Home,Coffee Maker,3,101.61,304.83,CUST-0133
ORD-00379,2025-08-25,LATAM,Mobile,Clothing,Jacket,9,136.91,1232.19,CUST-0060
ORD-00380,2025-11-11,EU,In-Store,Clothing,Jeans,7,62.96,440.72,CUST-0227
ORD-00381,2025-04-20,APAC,Mobile,Books,Textbook,7,72.36,506.52,CUST-0053
ORD-00382,2025-10-02,APAC,In-Store,Electronics,Smartwatch,2,348.75,697.50,CUST-0048
ORD-00383,2025-09-08,APAC,Mobile,Clothing,Sneakers,2,88.23,176.46,CUST-0136
ORD-00384,2025-06-28,LATAM,Mobile,Sports,Tennis Racket,7,123.13,861.91,CUST-0091
ORD-00385,2025-12-11,APAC,Online,Clothing,Jacket,10,143.79,1437.90,CUST-0035
ORD-00386,2025-12-22,LATAM,In-Store,Clothing,Jacket,2,126.69,253.38,CUST-0037
ORD-00387,2025-04-06,EU,Mobile,Books,Cookbook,10,28.95,289.50,CUST-0125
ORD-00388,2025-06-11,LATAM,Mobile,Clothing,Sneakers,5,84.75,423.75,CUST-0216
ORD-00389,2025-04-10,LATAM,Mobile,Electronics,Smartphone,1,846.08,846.08,CUST-0209
ORD-00390,2025-08-01,LATAM,In-Store,Books,Textbook,7,89.71,627.97,CUST-0182
ORD-00391,2025-04-23,NA,In-Store,Clothing,T-Shirt,10,21.48,214.80,CUST-0075
ORD-00392,2025-08-23,LATAM,Mobile,Clothing,Dress,5,99.05,495.25,CUST-0145
ORD-00393,2025-10-06,APAC,Mobile,Books,Fiction Novel,10,15.92,159.20,CUST-0211
ORD-00394,2025-08-06,EU,In-Store,Electronics,Tablet,9,457.78,4120.02,CUST-0027
ORD-00395,2025-02-14,NA,Online,Electronics,Tablet,5,477.29,2386.45,CUST-0113
ORD-00396,2025-11-09,LATAM,Online,Clothing,Dress,6,121.91,731.46,CUST-0162
ORD-00397,2025-01-31,APAC,Mobile,Books,Cookbook,4,32.82,131.28,CUST-0146
ORD-00398,2025-12-27,APAC,Mobile,Home,Lamp,9,40.52,364.68,CUST-0075
ORD-00399,2025-07-30,NA,In-Store,Home,Lamp,2,40.08,80.16,CUST-0236
ORD-00400,2025-06-14,EU,Mobile,Clothing,Jeans,4,58.10,232.40,CUST-0213
ORD-00401,2025-05-18,LATAM,In-Store,Sports,Bicycle,3,665.10,1995.30,CUST-0161
ORD-00402,2025-05-23,APAC,In-Store,Sports,Yoga Mat,2,38.83,77.66,CUST-0178
ORD-00403,2025-02-17,LATAM,Mobile,Sports,Running Shoes,10,110.60,1106.00,CUST-0188
ORD-00404,2025-08-08,EU,In-Store,Home,Coffee Maker,9,87.24,785.16,CUST-0212
ORD-00405,2025-10-23,LATAM,In-Store,Home,Bed Linen,5,71.35,356.75,CUST-0034
ORD-00406,2025-08-24,NA,Online,Electronics,Laptop,2,1245.42,2490.84,CUST-0005
ORD-00407,2025-08-08,EU,Mobile,Sports,Bicycle,1,745.91,745.91,CUST-0052
ORD-00408,2025-07-04,NA,In-Store,Home,Vacuum,5,193.16,965.80,CUST-0065
ORD-00409,2025-12-25,EU,In-Store,Clothing,T-Shirt,7,25.94,181.58,CUST-0194
ORD-00410,2025-02-09,EU,Mobile,Electronics,Laptop,1,1096.83,1096.83,CUST-0034
ORD-00411,2025-03-03,LATAM,Mobile,Sports,Yoga Mat,1,42.35,42.35,CUST-0221
ORD-00412,2025-02-15,NA,Online,Clothing,Sneakers,2,87.27,174.54,CUST-0188
ORD-00413,2025-03-10,EU,Online,Home,Bed Linen,5,66.84,334.20,CUST-0165
ORD-00414,2025-03-26,APAC,Mobile,Books,Children's Book,1,15.50,15.50,CUST-0113
ORD-00415,2025-08-15,EU,Online,Clothing,Jeans,7,67.26,470.82,CUST-0221
ORD-00416,2025-07-16,LATAM,In-Store,Electronics,Headphones,2,184.84,369.68,CUST-0090
ORD-00417,2025-05-08,APAC,Mobile,Clothing,Jeans,5,67.82,339.10,CUST-0142
ORD-00418,2025-09-18,LATAM,In-Store,Electronics,Smartphone,4,854.53,3418.12,CUST-0049
ORD-00419,2025-05-04,NA,Mobile,Electronics,Headphones,8,173.84,1390.72,CUST-0128
ORD-00420,2025-10-19,APAC,Mobile,Electronics,Smartphone,6,756.16,4536.96,CUST-0108
ORD-00421,2025-02-04,APAC,Online,Clothing,Sneakers,2,81.23,162.46,CUST-0004
ORD-00422,2025-11-18,LATAM,In-Store,Electronics,Laptop,7,1202.38,8416.66,CUST-0183
ORD-00423,2025-03-20,NA,In-Store,Sports,Yoga Mat,9,40.45,364.05,CUST-0072
ORD-00424,2025-03-21,APAC,In-Store,Electronics,Smartwatch,4,365.53,1462.12,CUST-0138
ORD-00425,2025-05-03,EU,Online,Books,Fiction Novel,5,19.07,95.35,CUST-0015
ORD-00426,2025-01-29,EU,Online,Sports,Yoga Mat,8,41.35,330.80,CUST-0080
ORD-00427,2025-06-27,APAC,Online,Electronics,Headphones,1,161.85,161.85,CUST-0134
ORD-00428,2025-03-02,NA,In-Store,Home,Vacuum,5,235.37,1176.85,CUST-0198
ORD-00429,2025-12-31,NA,In-Store,Sports,Running Shoes,9,112.99,1016.91,CUST-0250
ORD-00430,2025-10-18,APAC,Online,Sports,Tennis Racket,6,104.00,624.00,CUST-0043
ORD-00431,2025-03-01,NA,Online,Home,Coffee Maker,10,94.70,947.00,CUST-0059
ORD-00432,2025-07-16,EU,Online,Electronics,Headphones,1,178.48,178.48,CUST-0236
ORD-00433,2025-05-08,APAC,In-Store,Electronics,Smartwatch,7,293.55,2054.85,CUST-0107
ORD-00434,2025-12-11,NA,Online,Electronics,Smartwatch,6,283.46,1700.76,CUST-0231
ORD-00435,2025-02-05,LATAM,In-Store,Clothing,Dress,1,124.98,124.98,CUST-0225
ORD-00436,2025-01-05,EU,In-Store,Home,Bed Linen,2,76.19,152.38,CUST-0095
ORD-00437,2025-07-08,LATAM,Online,Books,Biography,10,22.15,221.50,CUST-0152
ORD-00438,2025-07-29,EU,Mobile,Books,Cookbook,3,25.56,76.68,CUST-0007
ORD-00439,2025-12-03,APAC,Online,Home,Coffee Maker,6,76.54,459.24,CUST-0097
ORD-00440,2025-01-31,EU,Mobile,Clothing,Dress,4,107.35,429.40,CUST-0249
ORD-00441,2025-09-24,APAC,In-Store,Home,Coffee Maker,1,101.37,101.37,CUST-0106
ORD-00442,2025-11-23,LATAM,Online,Electronics,Smartwatch,2,320.52,641.04,CUST-0210
ORD-00443,2025-03-08,APAC,In-Store,Books,Children's Book,1,14.71,14.71,CUST-0061
ORD-00444,2025-05-20,NA,Online,Home,Cookware Set,6,151.27,907.62,CUST-0060
ORD-00445,2025-03-26,LATAM,In-Store,Clothing,Dress,2,98.63,197.26,CUST-0116
ORD-00446,2025-04-17,APAC,In-Store,Sports,Yoga Mat,9,38.30,344.70,CUST-0116
ORD-00447,2025-12-18,NA,Online,Home,Coffee Maker,2,80.76,161.52,CUST-0078
ORD-00448,2025-07-02,NA,Mobile,Home,Vacuum,2,233.94,467.88,CUST-0102
ORD-00449,2025-07-27,LATAM,Mobile,Home,Bed Linen,3,64.45,193.35,CUST-0219
ORD-00450,2025-03-13,NA,Online,Books,Cookbook,2,29.66,59.32,CUST-0032
ORD-00451,2025-07-10,NA,Mobile,Clothing,Jeans,4,71.31,285.24,CUST-0176
ORD-00452,2025-02-03,LATAM,Online,Books,Biography,2,20.56,41.12,CUST-0051
ORD-00453,2025-08-25,EU,Mobile,Electronics,Smartphone,2,733.39,1466.78,CUST-0013
ORD-00454,2025-12-16,EU,In-Store,Sports,Bicycle,8,558.25,4466.00,CUST-0110
ORD-00455,2025-03-18,EU,Mobile,Clothing,Jeans,5,60.71,303.55,CUST-0009
ORD-00456,2025-09-03,NA,In-Store,Home,Cookware Set,7,178.37,1248.59,CUST-0016
ORD-00457,2025-09-27,NA,In-Store,Sports,Dumbbells,7,77.34,541.38,CUST-0064
ORD-00458,2025-06-26,APAC,In-Store,Home,Cookware Set,9,173.51,1561.59,CUST-0234
ORD-00459,2025-04-23,APAC,Online,Home,Vacuum,1,208.05,208.05,CUST-0008
ORD-00460,2025-04-30,EU,Online,Sports,Tennis Racket,6,129.61,777.66,CUST-0250
ORD-00461,2025-01-29,EU,Mobile,Clothing,Jeans,5,65.66,328.30,CUST-0196
ORD-00462,2025-10-31,APAC,Mobile,Sports,Running Shoes,3,117.37,352.11,CUST-0082
ORD-00463,2025-10-16,EU,In-Store,Electronics,Smartphone,10,866.22,8662.20,CUST-0243
ORD-00464,2025-02-16,EU,Mobile,Books,Biography,3,23.93,71.79,CUST-0015
ORD-00465,2025-06-19,EU,Online,Clothing,T-Shirt,9,24.83,223.47,CUST-0235
ORD-00466,2025-03-17,EU,Online,Home,Vacuum,6,190.93,1145.58,CUST-0151
ORD-00467,2025-12-06,NA,In-Store,Books,Biography,2,23.09,46.18,CUST-0102
ORD-00468,2025-08-12,LATAM,Mobile,Home,Bed Linen,3,85.71,257.13,CUST-0203
ORD-00469,2025-11-11,APAC,Online,Home,Vacuum,9,232.77,2094.93,CUST-0202
ORD-00470,2025-12-19,EU,Online,Books,Cookbook,7,28.26,197.82,CUST-0076
ORD-00471,2025-10-18,EU,Mobile,Electronics,Smartwatch,7,353.67,2475.69,CUST-0009
ORD-00472,2025-02-23,LATAM,Online,Home,Lamp,4,46.89,187.56,CUST-0240
ORD-00473,2025-06-13,NA,Mobile,Home,Coffee Maker,4,85.86,343.44,CUST-0043
ORD-00474,2025-05-08,NA,In-Store,Home,Cookware Set,1,148.73,148.73,CUST-0178
ORD-00475,2025-08-13,LATAM,Online,Home,Coffee Maker,1,77.80,77.80,CUST-0188
ORD-00476,2025-07-12,LATAM,Mobile,Sports,Bicycle,7,620.99,4346.93,CUST-0026
ORD-00477,2025-01-18,NA,In-Store,Clothing,Jeans,8,56.69,453.52,CUST-0076
ORD-00478,2025-07-12,NA,Mobile,Home,Coffee Maker,2,85.73,171.46,CUST-0042
ORD-00479,2025-09-05,NA,In-Store,Electronics,Smartphone,10,973.75,9737.50,CUST-0181
ORD-00480,2025-02-21,EU,Online,Clothing,Dress,7,98.68,690.76,CUST-0085
ORD-00481,2025-05-25,EU,Online,Sports,Tennis Racket,9,111.55,1003.95,CUST-0077
ORD-00482,2025-09-09,NA,In-Store,Electronics,Tablet,10,507.45,5074.50,CUST-0040
ORD-00483,2025-12-05,LATAM,Online,Electronics,Tablet,2,469.18,938.36,CUST-0161
ORD-00484,2025-05-30,LATAM,Online,Electronics,Laptop,4,1081.50,4326.00,CUST-0021
ORD-00485,2025-12-05,NA,Mobile,Home,Cookware Set,8,159.48,1275.84,CUST-0068
ORD-00486,2025-07-15,EU,In-Store,Books,Textbook,3,81.71,245.13,CUST-0095
ORD-00487,2025-04-26,APAC,Mobile,Electronics,Smartphone,8,841.09,6728.72,CUST-0215
ORD-00488,2025-06-26,LATAM,Mobile,Electronics,Headphones,2,157.63,315.26,CUST-0207
ORD-00489,2025-09-25,LATAM,Mobile,Clothing,Dress,1,121.25,121.25,CUST-0108
ORD-00490,2025-01-18,EU,Online,Clothing,Sneakers,5,83.00,415.00,CUST-0129
ORD-00491,2025-04-09,NA,In-Store,Sports,Dumbbells,3,97.04,291.12,CUST-0033
ORD-00492,2025-11-18,APAC,In-Store,Electronics,Tablet,4,574.59,2298.36,CUST-0038
ORD-00493,2025-10-10,APAC,Mobile,Electronics,Laptop,7,1220.29,8542.03,CUST-0084
ORD-00494,2025-08-03,LATAM,Online,Sports,Yoga Mat,10,41.05,410.50,CUST-0029
ORD-00495,2025-02-21,NA,Mobile,Clothing,Dress,10,112.73,1127.30,CUST-0237
ORD-00496,2025-07-30,LATAM,Mobile,Electronics,Smartphone,9,946.93,8522.37,CUST-0068
ORD-00497,2025-03-30,LATAM,Online,Sports,Tennis Racket,10,119.03,1190.30,CUST-0071
ORD-00498,2025-06-19,EU,Online,Books,Children's Book,7,12.92,90.44,CUST-0177
ORD-00499,2025-06-05,APAC,In-Store,Sports,Running Shoes,6,111.29,667.74,CUST-0080
ORD-00500,2025-08-15,APAC,In-Store,Electronics,Headphones,3,169.23,507.69,CUST-0199
ORD-00501,2025-04-19,LATAM,Mobile,Sports,Tennis Racket,2,108.77,217.54,CUST-0234
ORD-00502,2025-09-21,EU,Online,Sports,Tennis Racket,6,131.56,789.36,CUST-0203
ORD-00503,2025-09-26,NA,Online,Home,Lamp,7,40.08,280.56,CUST-0226
ORD-00504,2025-08-22,APAC,Mobile,Clothing,Jeans,1,60.12,60.12,CUST-0013
ORD-00505,2025-09-16,NA,Mobile,Clothing,Jacket,6,153.59,921.54,CUST-0102
ORD-00506,2025-08-17,LATAM,Mobile,Electronics,Headphones,6,179.39,1076.34,CUST-0046
ORD-00507,2025-05-13,NA,In-Store,Books,Biography,6,21.58,129.48,CUST-0192
ORD-00508,2025-10-20,EU,Online,Electronics,Tablet,1,449.44,449.44,CUST-0200
ORD-00509,2025-09-20,NA,In-Store,Clothing,Jeans,5,67.96,339.80,CUST-0006
ORD-00510,2025-04-25,APAC,Mobile,Clothing,Jeans,10,70.87,708.70,CUST-0065
ORD-00511,2025-08-24,EU,In-Store,Home,Cookware Set,7,176.88,1238.16,CUST-0065
ORD-00512,2025-02-22,APAC,Mobile,Home,Lamp,10,43.61,436.10,CUST-0002
ORD-00513,2025-02-25,NA,In-Store,Books,Children's Book,5,14.09,70.45,CUST-0124
ORD-00514,2025-12-31,APAC,Online,Home,Bed Linen,5,69.63,348.15,CUST-0244
ORD-00515,2025-11-04,APAC,Mobile,Clothing,Dress,4,123.19,492.76,CUST-0104
ORD-00516,2025-05-13,LATAM,In-Store,Clothing,T-Shirt,8,28.73,229.84,CUST-0233
ORD-00517,2025-10-20,EU,In-Store,Sports,Yoga Mat,10,42.50,425.00,CUST-0209
ORD-00518,2025-12-10,APAC,Online,Clothing,Dress,8,123.42,987.36,CUST-0092
ORD-00519,2025-03-07,APAC,Mobile,Books,Cookbook,5,26.38,131.90,CUST-0190
ORD-00520,2025-04-24,EU,Mobile,Books,Cookbook,6,31.39,188.34,CUST-0091
ORD-00521,2025-10-27,LATAM,Online,Home,Cookware Set,6,153.84,923.04,CUST-0076
ORD-00522,2025-11-14,LATAM,Online,Sports,Yoga Mat,10,40.96,409.60,CUST-0019
ORD-00523,2025-07-31,EU,Online,Books,Fiction Novel,7,18.16,127.12,CUST-0014
ORD-00524,2025-08-23,APAC,Mobile,Clothing,Jacket,7,160.46,1123.22,CUST-0037
ORD-00525,2025-04-01,NA,Online,Clothing,T-Shirt,8,23.74,189.92,CUST-0081
ORD-00526,2025-03-28,EU,In-Store,Sports,Running Shoes,4,140.19,560.76,CUST-0148
ORD-00527,2025-08-08,LATAM,In-Store,Electronics,Headphones,10,176.42,1764.20,CUST-0104
ORD-00528,2025-07-11,NA,In-Store,Sports,Yoga Mat,1,40.41,40.41,CUST-0244
ORD-00529,2025-11-17,EU,Online,Books,Cookbook,1,31.59,31.59,CUST-0188
ORD-00530,2025-09-15,APAC,Online,Home,Bed Linen,3,66.06,198.18,CUST-0151
ORD-00531,2025-08-22,APAC,In-Store,Electronics,Laptop,5,1361.45,6807.25,CUST-0187
ORD-00532,2025-04-07,LATAM,Online,Clothing,Jacket,8,134.09,1072.72,CUST-0043
ORD-00533,2025-01-12,EU,Online,Clothing,Jeans,3,59.37,178.11,CUST-0151
ORD-00534,2025-05-11,NA,Mobile,Home,Coffee Maker,7,100.17,701.19,CUST-0198
ORD-00535,2025-03-01,LATAM,In-Store,Electronics,Laptop,1,1037.36,1037.36,CUST-0107
ORD-00536,2025-03-20,NA,In-Store,Electronics,Smartwatch,5,317.54,1587.70,CUST-0053
ORD-00537,2025-11-07,EU,In-Store,Sports,Yoga Mat,9,37.24,335.16,CUST-0180
ORD-00538,2025-02-28,NA,In-Store,Electronics,Smartwatch,10,283.30,2833.00,CUST-0201
ORD-00539,2025-09-25,EU,In-Store,Clothing,Dress,4,119.17,476.68,CUST-0250
ORD-00540,2025-09-12,EU,Mobile,Sports,Running Shoes,3,112.04,336.12,CUST-0234
ORD-00541,2025-12-10,NA,Mobile,Sports,Running Shoes,4,110.61,442.44,CUST-0023
ORD-00542,2025-02-08,NA,In-Store,Sports,Dumbbells,2,92.13,184.26,CUST-0186
ORD-00543,2025-01-26,EU,Online,Clothing,Sneakers,5,88.28,441.40,CUST-0026
ORD-00544,2025-03-01,NA,Online,Home,Bed Linen,6,73.33,439.98,CUST-0025
ORD-00545,2025-08-13,APAC,Mobile,Clothing,Jeans,6,62.22,373.32,CUST-0245
ORD-00546,2025-07-25,LATAM,In-Store,Electronics,Smartphone,6,769.13,4614.78,CUST-0103
ORD-00547,2025-03-27,EU,Mobile,Sports,Bicycle,7,679.03,4753.21,CUST-0029
ORD-00548,2025-10-30,LATAM,Online,Electronics,Headphones,2,175.47,350.94,CUST-0124
ORD-00549,2025-12-17,EU,In-Store,Books,Textbook,6,87.84,527.04,CUST-0226
ORD-00550,2025-02-02,APAC,Online,Sports,Yoga Mat,7,39.29,275.03,CUST-0067
ORD-00551,2025-12-09,APAC,Mobile,Books,Children's Book,10,13.76,137.60,CUST-0224
ORD-00552,2025-05-08,APAC,Mobile,Books,Children's Book,2,14.70,29.40,CUST-0124
ORD-00553,2025-11-10,NA,Mobile,Sports,Dumbbells,9,95.00,855.00,CUST-0014
ORD-00554,2025-03-26,LATAM,In-Store,Clothing,Dress,8,121.61,972.88,CUST-0020
ORD-00555,2025-04-25,LATAM,In-Store,Clothing,Jacket,5,121.11,605.55,CUST-0141
ORD-00556,2025-10-21,NA,In-Store,Clothing,T-Shirt,8,24.58,196.64,CUST-0115
ORD-00557,2025-12-01,NA,In-Store,Sports,Running Shoes,2,148.75,297.50,CUST-0005
ORD-00558,2025-02-16,APAC,Mobile,Sports,Yoga Mat,9,40.59,365.31,CUST-0203
ORD-00559,2025-07-06,NA,Online,Books,Cookbook,8,34.05,272.40,CUST-0212
ORD-00560,2025-11-04,APAC,Mobile,Sports,Running Shoes,9,140.43,1263.87,CUST-0122
